title,location,price,bedrooms,bathrooms,toilets,property_type,url
Luxury 3-bedroom Apartment With Bq.,"Ikoyi, Lagos","₦40,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307800-luxury-3-bedroom-apartment-with-bq
5-bedroom Terrace Apartment,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",5,5,6,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307796-5-bedroom-terrace-apartment
Luxury 4 Bedroom Maisonette + Bq,"Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3294551-luxury-4-bedroom-maisonette-bq
Luxury 3-bedroom Apartment,"Ikoyi, Lagos","₦45,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307736-luxury-3-bedroom-apartment
Newly Built 4 Units Of 4-bedroom Terrace + 1 Room B.q Each,"Banana Island, Ikoyi, Lagos","₦75,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3271420-newly-built-4-units-of-4-bedroom-terrace-1-room-bq-each
3 Bedroom Flat,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,1,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307701-3-bedroom-flat
Luxury 3 Bedroom Apartment,"Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307658-luxury-3-bedroom-apartment
"Luxury 4 Bedrooms Terraced Duplex, Giveaway Offer","Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3307605-luxury-4-bedrooms-terraced-duplex-giveaway-offer
Premium Fully Serviced Unfinished 4 Bedroom Terrace With A Room Bq,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3307600-premium-fully-serviced-unfinished-4-bedroom-terrace-with-a-room-bq
Fully Serviced Three Bedroom Apartments With Bq,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307587-fully-serviced-three-bedroom-apartments-with-bq
Be The First To Live In This Brand-new Uxury Furnished 3-bedroom Apartment,"Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297426-be-the-first-to-live-in-this-brand-new-uxury-furnished-3-bedroom-apartment
Luxury 1 Bedroom Mini Flat  (penthfloor) In A Secured Estate,"Oniru, Victoria Island (VI), Lagos","₦10,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3222964-luxury-1-bedroom-mini-flat-penthfloor-in-a-secured-estate
Furnished 2 Bedroom Apartment Without Bq Bluewaters Lekki Right.,"Lekki Phase 1 Right, Oniru, Victoria Island (VI), Lagos","₦21,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3309113-furnished-2-bedroom-apartment-without-bq-bluewaters-lekki-right
Luxury 3 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦19,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3309292-luxury-3-bedroom-apartment
Brand New 2 Bedroom Apartments,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269815-brand-new-2-bedroom-apartments
Brand New 3 Bedroom Apartments & Bq,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269838-brand-new-3-bedroom-apartments-bq
Luxury 3bedroom Apartment,"Victoria Island (VI), Lagos","₦28,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308738-luxury-3bedroom-apartment
Luxury Well Maintained & Serviced 4 Bedroom Townhouse With Bq,"Victoria Island (VI), Lagos","₦50,000,000 per annum",4,0,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3285158-luxury-well-maintained-serviced-4-bedroom-townhouse-with-bq
"Tasteful Furnished & Serviced 3 Bedroom Apartment + Bq  Pool, Gym","Victoria Island (VI), Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308823-tasteful-furnished-serviced-3-bedroom-apartment-bq-pool-gym
"Tasteful Furnished & Serviced 4 Bedroom Apartment + Bq, Pool, Gym","Victoria Island (VI), Lagos","₦70,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308826-tasteful-furnished-serviced-4-bedroom-apartment-bq-pool-gym
4bedroom Terrace Duplex With Bq,"Victoria Island, Victoria Island (VI), Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3308935-4bedroom-terrace-duplex-with-bq
Tastefully Furnished 4bed,"Victoria Island (VI), Lagos","₦70,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308970-tastefully-furnished-4bed
"Tasteful Luxury 4 Bedroom Apartment + Bq, Swimming Pool, Gym","Victoria Island (VI), Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309008-tasteful-luxury-4-bedroom-apartment-bq-swimming-pool-gym
210square Meter Office Space,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦20,000,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3292662-210square-meter-office-space
Fully Serviced Vacant Unfinished 2 Bedroom Apartment,"1004 Estate, Victoria Island (VI), Lagos","₦10,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3275826-fully-serviced-vacant-unfinished-2-bedroom-apartment
Super Luxury 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309215-super-luxury-2-bedroom-apartment
Detached House With Ancillary Buildings,"Off Sanusi Fafunwa St, Victoria Island (VI), Lagos","₦90,000,000 per annum",5,0,5,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3309217-detached-house-with-ancillary-buildings
Brand New Luxury 3 Bedroom Apartment With A Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309352-brand-new-luxury-3-bedroom-apartment-with-a-bq
Luxury 3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦26,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309372-luxury-3-bedroom-apartment
Spacious 5bedroom,"Victoria Island (VI), Lagos","₦90,000,000 per annum",5,0,0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3309480-spacious-5bedroom
Ultra Luxurious 2 Bedroom Flat,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3281774-ultra-luxurious-2-bedroom-flat
5 Bedroom Fully Furnished Terrace Duplex With Bq,"Ihuntayi Street, Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",5,4,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3301568-5-bedroom-fully-furnished-terrace-duplex-with-bq
Well Maintained 2 Bedroom Apartment,"1004 Victoria Island Lagos, Victoria Island (VI), Lagos","₦10,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308697-well-maintained-2-bedroom-apartment
Furnished 3-bedroom Apartments,"Off Adeola Odeku Street, Victoria Island (VI), Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308548-furnished-3-bedroom-apartments
Exotic And Elegant Brand New 4 Bedroom Terrace,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3307958-exotic-and-elegant-brand-new-4-bedroom-terrace
"Waterfront Luxury Living --- Victoria Island 6,12 And 13 Floor +bq","Victoria Island (VI), Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308476-waterfront-luxury-living-victoria-island-612-and-13-floor-bq
Tastefully Furnished 3 Bedroom Flat,"Victoria Island (VI), Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308462-tastefully-furnished-3-bedroom-flat
Exquisite 4 Bedroom Terrace Duplex With Pool Gym,"Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3308379-exquisite-4-bedroom-terrace-duplex-with-pool-gym
Luxurious 4 Bedroom Terrace Duplex With Bq Pool,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3308369-luxurious-4-bedroom-terrace-duplex-with-bq-pool
18 Untis Of 3-bedroom Apartment,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308332-18-untis-of-3-bedroom-apartment
Luxury 4 Bedroom Self Serviced Townhouse,"Off Ahmodu Bello Way, Victoria Island (VI), Lagos","₦30,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3308302-luxury-4-bedroom-self-serviced-townhouse
Tastefully Furnished 4 Bedroom Apartment With Swimming Pool And Gym,"Off Adeola Odeku Street, Victoria Island (VI), Lagos","₦70,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308281-tastefully-furnished-4-bedroom-apartment-with-swimming-pool-and-gym
Tastefully Furnished 3 Bedroom Apartment With Swimming Pool And Gym,"Off Adeola Odeku Street, Victoria Island (VI), Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308236-tastefully-furnished-3-bedroom-apartment-with-swimming-pool-and-gym
City View 4 Bedroom Luxuriously Fully Furnished Apartment,"Victoria Island (VI), Lagos","₦70,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308150-city-view-4-bedroom-luxuriously-fully-furnished-apartment
Fully Furnished And Serviced 4 Bedroom Semi-detaxhed Duplex +bq,"Old Ikoyi, Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,4,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3308139-fully-furnished-and-serviced-4-bedroom-semi-detaxhed-duplex-bq
A Well Maintained Commercial Structure Viable For Lounge And Office,"Off Eko Hotel, Victoria Island (VI), Lagos","₦85,000,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3307966-a-well-maintained-commercial-structure-viable-for-lounge-and-office
This Luxurious 4-bedroom Penthouse Apartment,"Victoria Island (VI), Lagos","₦120,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3307954-this-luxurious-4-bedroom-penthouse-apartment
Office Space,"Oniru, Victoria Island (VI), Lagos","₦250,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/oniru/3300449-office-space
Waterfront Detached Commercial Building In Vi,"Victoria Island (VI), Lagos","₦70,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3300480-waterfront-detached-commercial-building-in-vi
3-bedroom Apartment,"Victoria Island (VI), Lagos","$60,000 per annum 
approx. ₦85,263,623",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3300606-3-bedroom-apartment
2-bedroom Apartment With Study,"Victoria Island (VI), Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3300634-2-bedroom-apartment-with-study
3-bedroom Apartment On The 7th Floor,"Victoria Island (VI), Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3300667-3-bedroom-apartment-on-the-7th-floor
Brand New 4 Bedroom Terrace,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3306756-brand-new-4-bedroom-terrace
Spacious Studio Room Self-contain,"Off Oniru Market, Oniru, Victoria Island (VI), Lagos","₦4,000,000 per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/oniru/3306847-spacious-studio-room-self-contain
Newly Built 2 Bedroom Serviced Apartment With Swimming Pool,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3306914-newly-built-2-bedroom-serviced-apartment-with-swimming-pool
Lovely Mini Flat,"Oniru, Victoria Island (VI), Lagos","₦7,000,000",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3307210-lovely-mini-flat
Luxury And Furnished 3 Bedroom Maisonette Apartment,"Oniru, Victoria Island (VI), Lagos","₦33,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3307291-luxury-and-furnished-3-bedroom-maisonette-apartment
Fully Furnished 3 Bedroom Apartment With Pool And Bq,"Oniru, Victoria Island (VI), Lagos","₦33,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3294308-fully-furnished-3-bedroom-apartment-with-pool-and-bq
2 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3307720-2-bedroom-apartment
2 Bedroom Maisonette Available,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,2,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3307744-2-bedroom-maisonette-available
Exclusive Fully Serviced 3 Bedroom Apartment With Bq (first Floor),"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3298989-exclusive-fully-serviced-3-bedroom-apartment-with-bq-first-floor
Fully Furnished And Serviced Luxurious 2 Bedroom Apartment,"Bluewater Tower, Waterside Road, Off Remi Olowude Road, Oniru, Victoria Island (VI), Lagos","₦22,500,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2950051-fully-furnished-and-serviced-luxurious-2-bedroom-apartment
2 Bedrooms Apartment (ground Floor),"Oniru, Victoria Island (VI), Lagos","₦10,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3302026-2-bedrooms-apartment-ground-floor
4 Bedrooms Terraced Townhouse With Bq.,"Oniru, Victoria Island (VI), Lagos","₦28,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3302017-4-bedrooms-terraced-townhouse-with-bq
Fully Serviced And Furnished 3bedroom Apartment,"The Iconic  Towers, Victoria Island (VI), Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3306850-fully-serviced-and-furnished-3bedroom-apartment
Luxury 4bedroom,"Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3260498-luxury-4bedroom
Brand New Spacious 2 Bedroom Apartment,"Tiramiyu Savage, Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3307163-brand-new-spacious-2-bedroom-apartment
4 Bedrooms Townhouse,"Louis Solomon Close Off Ahmadu Bello, Victoria Island (VI), Lagos","₦30,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3307140-4-bedrooms-townhouse
3 Bedroom Flat,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3307295-3-bedroom-flat
11 Units Of 3 Bedrooms Apartments With Bq.,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3302007-11-units-of-3-bedrooms-apartments-with-bq
